X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedBySystem,CreatedOnDateTime,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FSJobCode,FSOverrideCode,GACC,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseDateTime,IsFireCauseInvestigated,IsFSAssisted,IsReimbursable,IsTrespass,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,UniqueFireIdentifier,FORID,InitialResponseAgencies,FireCauseID,FireCauseGeneralID,FireCauseSpecificID,FireCauseSpecificDetailID,FireCauseAgeCategoryID,FireCauseActivityGroupID,GlobalID,IsCauseProhibited,ModifiedBySystem,RelatedIrwinIDs,Status,AcresBIA,AcresBLM,AcresBOR,AcresDOD,AcresDOE,AcresNPS,AcresUSFS,AcresUSFWS,AcresForeign,AcresTribal,AcresCity,AcresCounty,AcresState,AcresPrivate,AcresANCSA,AcresOtherLocal,AcresOtherFederal
-75.56400167,35.8410072,3039793,,CERTIFIED,0.25,,,wildcad,1.61366E+12,0.25,,NCNCC,,0.25,,,2021/03/10 13:17:32+00,,NT3S,,2021/02/17 02:50:00+00,,2021/02/17 06:30:00+00,,,SACC,STEPDOWN,,WF,FI,35.85408,-75.57812,2021/02/17 03:06:00+00,,0,,0,210020,2021/03/10 13:17:38+00,,,Dare,NCNCC,37055,NPS,NCCHP,,NPS,Federal,NPS,NCCHP,US-NC,Grass,GR2,2021-NCCHP-210020,{A2AB869F-FF9D-4B86-BEAC-5E4DE3A49780},,3,7,,,,,{5F785DAE-A622-4DA0-95FB-34A8EE983890},,INFORM_Inspector,{60E5279E-C7C9-4846-8D9F-0ED4961F5362},Certified,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
-119.5575128,37.86605516,3039938,,CERTIFIED,0.1,,,wildcad,1.59381E+12,0.1,,CAYPCC,,0.1,,,2020/07/05 23:23:33+00,,M8C5,,2020/07/02 19:23:00+00,,2020/07/03 01:07:00+00,,,OSCC,Ten,,WF,FI,38.38455,-119.1899,2020/07/02 21:30:00+00,0,0,,1,34,2020/07/05 23:23:34+00,,,Mariposa,CAYPCC,6043,NPS,CAYNP,,NPS,Federal,NPS,CAYNP,US-CA,Timber,TL2,2020-CAYNP-000034,{D21200EB-2167-4D0C-BF12-6B612674F96A},,3,13,,,,,{0FBCBC4B-FB92-4855-B7F7-1F2B5A28C1A4},,INFORM_Inspector,{12F04C95-5AD8-4AD4-8521-0F84A5C59F86},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-80.80064559,25.39272709,3040075,,CERTIFIED,0.7,2021/03/19 18:45:00+00,2021/03/21 18:00:00+00,wildcad,1.61618E+12,0.35,,FLFIC,,0.35,,,2021/10/13 14:28:14+00,,NVS1,,2021/03/19 17:31:00+00,,2021/03/21 18:00:00+00,PP,1522,SACC,Sierra,,WF,FI,25.42499,-80.78468,2021/03/19 17:35:00+00,1,1,,0,285,2021/10/13 14:28:15+00,,,Miami-Dade,FLFIC,12086,NPS,FLEVP,,NPS,Federal,NPS,FLEVP,US-FL,Grass,GR5,2021-FLEVP-000285,{5EE888D9-B1B4-4461-BC75-EEC26FC4CA8F},,3,13,,,,,{03035E7A-AA8E-464B-AE87-E89D37B072F5},,INFORM_Inspector,{A34F0D8F-AD15-43CB-8D0C-101CC6D8E520},Certified,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0
-110.6335619,43.69523979,3040119,,CERTIFIED,0.1,2020/10/04 01:00:00+00,2020/10/04 01:00:00+00,wildcad,1.60226E+12,0.1,,WYTDC,,0.1,,,2020/10/10 17:19:30+00,,NNK3,,2020/10/03 16:52:00+00,,2020/10/05 20:00:00+00,,,GBCC,Carpenter,,WF,FI,43.695233,-110.63355,2020/10/04 01:00:00+00,1,0,,0,2071,2020/10/10 17:19:31+00,,,Teton,WYTDC,56039,NPS,WYGTP,,NPS,Federal,NPS,WYGTP,US-WY,Grass-Shrub,GS2,2020-WYGTP-002071,{13A21199-A9F2-4543-8849-F3293691C246},,3,9,60,,,,{183774FE-C244-4D00-9A4F-111681C1E556},,INFORM_Inspector,{B63AD5AD-2DF8-4DF5-A4E0-105982B0D02A},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-124.1511579,41.72441468,3040189,,CERTIFIED,0.1,,,wildcad,1.59433E+12,0.1,,CANCIC,,0.1,,,2021/02/01 22:21:45+00,,M884,,2020/07/05 08:15:00+00,,2020/07/06 21:13:00+00,,,ONCC,CRESCENT 11,,WF,FI,41.72448,-124.1491,2020/07/05 08:16:00+00,,1,,0,543,2021/02/01 22:21:45+00,,,Del Norte,CANCIC,6015,NPS,CARWP,,NPS,Federal,NPS,CARWP,US-CA,Grass-Shrub,GS4,2020-CARWP-000543,{A2CCB395-A53B-4D44-BF2A-D9FEA9EC9FE1},,3,13,62,,,,{046E3DD5-6EBB-4A74-8498-464EE62A90A6},,INFORM_Inspector,{707CB368-E14A-4E75-9AA3-109C7C4A9745},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.8175128,37.66978512,3040227,,CERTIFIED,0.1,,,wildcad,1.59502E+12,0.1,,CAYPCC,,0.1,,,2020/08/04 16:33:33+00,,M91P,,2020/07/17 21:59:00+00,,2020/07/17 22:09:00+00,,,OSCC,Launch,,WF,FI,37.66054,-119.8515,2020/07/17 22:05:00+00,,0,,0,45,2020/08/04 16:33:33+00,,,Mariposa,CAYPCC,6043,NPS,CAYNP,,NPS,Federal,NPS,CAYNP,US-CA,Brush,SH5,2020-CAYNP-000045,{FE1545F0-C377-4DBF-9EAF-1652B47BEE99},,2,2,7,,,,{2E7284E1-E6EE-45BB-B6E0-B9FBF5415316},,INFORM_Inspector,{1C68D752-8F95-4B1C-8F5E-10C88ADEA5E1},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-106.6167101,35.93700577,3040257,,CERTIFIED,0.25,2020/06/17 03:40:00+00,2020/06/18 20:30:00+00,wildcad,1.59235E+12,0.25,,NMSFC,,0.25,,,2020/08/11 19:58:40+00,,M6Y6,,2020/06/16 22:19:00+00,,2020/06/19 21:35:00+00,PP,1502,SWCC,San Antonio Mtn,,WF,FI,35.937,-106.6167,2020/06/16 22:30:00+00,,1,,0,306,2020/08/11 19:58:41+00,,,Sandoval,NMSFC,35043,NPS,NMVCP,,NPS,Federal,NPS,NMVCP,US-NM,Timber,TL3,2020-NMVCP-000306,{674E0950-A827-4A90-BAD7-FEADB1B26655},,1,1,1,,,,{10A8276C-4A81-4089-A685-A06664AB65B3},,INFORM_Inspector,{29C69DB2-5993-4946-BC74-10E98770DF0A},Certified,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
-119.5305127,37.62889514,3040722,,CERTIFIED,30.19,,,wildcad,1.59829E+12,30,,CAYPCC,,30.19,,,2020/11/20 16:14:42+00,,NG7E,,2020/08/24 18:11:00+00,Type 5 Incident,2020/11/20 02:00:00+00,,,OSCC,Horse,,WF,FI,37.61684,-119.5431,2020/08/24 20:10:00+00,,0,,0,89,2020/11/20 16:14:43+00,,Yosemite,Mariposa,CAYPCC,6043,NPS,CAYNP,,NPS,Federal,NPS,CAYNP,US-CA,Timber,TL1,2020-CAYNP-000089,{62642C10-5D67-4943-A10C-536DBB39C3C9},,1,1,1,,,,{67A9CFD9-9635-4DF4-83CA-BB14C4F8EA86},,INFORM_Inspector,{AFE589A1-6784-4B61-8E8E-133738807BBE},Certified,0,0,0,0,0,30.19,0,0,0,0,0,0,0,0,0,0,0
-116.1429118,34.08661498,3040882,,CERTIFIED,0.1,,,wildcad,1.61117E+12,0.1,,CASBCC,,0.1,,,2021/08/16 16:07:41+00,,N73V,,2021/01/20 20:24:49+00,,2021/01/20 20:30:00+00,,,OSCC,PICNIC,,WF,FI,34.08661,-116.1429,2021/01/20 20:26:00+00,,0,,0,1425,2021/08/16 16:07:43+00,,,San Bernardino,CASBCC,6071,NPS,CAJTP,,NPS,Federal,NPS,CAJTP,US-CA,Grass,GR1,2021-CAJTP-001425,{F40942BC-9227-4610-8462-23A0F43379AD},,3,9,60,,,,{5575DF90-3EFB-43BD-894F-1DEF28D14697},,INFORM_Inspector,{FBA1E66D-C48A-4CB2-A8A4-13FEB9005FB0},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-119.6430128,37.88156516,3040948,,CERTIFIED,1970.29,2020/11/19 20:30:00+00,,wildcad,1.59718E+12,2057,,CAYPCC,,1970.29,,,2021/01/12 18:42:27+00,,NET6,,2020/08/11 19:49:00+00,Type 5 Incident,2021/01/05 16:15:00+00,,,OSCC,Wolf,,WF,FI,37.88156,-119.643,2020/08/11 21:00:00+00,,0,,0,75,2021/01/12 18:42:27+00,,Yosemite,Tuolumne,CAYPCC,6109,NPS,CAYNP,,NPS,Federal,NPS,CAYNP,US-CA,Timber,TL7,2020-CAYNP-000075,{E4010CD3-2739-45CC-A6E6-A1E54468ED1E},,1,1,1,,,,{42607076-BABD-494F-A0FF-38F3B79C5679},,INFORM_Inspector,{DD23418F-7040-439F-8024-1441931BA3F0},Certified,0,0,0,0,0,1970.29,0,0,0,0,0,0,0,0,0,0,0
-148.904025,63.73210164,3041144,,CERTIFIED,20.63,2021/04/02 20:00:00+00,2021/04/02 20:00:00+00,wildcad,1.61784E+12,21,,AKYTDC,,20.63,,,2022/11/04 20:39:42+00,,,,2021/03/31 01:38:37+00,,2021/04/02 20:00:00+00,,,AICC,Spring 2021 Admin Road 1 Pile Burn,,RX,FI,63.73154,-148.9014,,,1,,0,555644,2022/11/04 19:47:36+00,,,Denali,AKYTDC,2068,NPS,AKDEP,,NPS,Federal,BLM,AKTAD,US-AK,Timber,TU4,2021-AKTAD-555644,{50C2D3FA-3F46-4D8A-ABF7-955DD0C5D0F0},,2,,,,,,{9894C303-3E40-41E2-80F3-178445B2A79C},0,wildcad,{209FB7FC-8BDC-4537-A8C2-15255E14D626},Certified,0,0,0,0,0,20.63,0,0,0,0,0,0,0,0,0,0,0
-108.9272111,40.48180623,3041391,,CERTIFIED,0.1,2020/06/26 18:00:00+00,2020/06/26 22:45:00+00,wildcad,1.5932E+12,0.1,,COCRC,,0.1,,,2020/12/04 15:52:37+00,,M7R6,,2020/06/26 02:53:00+00,,2020/07/03 18:37:00+00,,,RMCC,RIM ROCK CANYON,,WF,FI,40.48687,-108.9186,2020/06/26 16:00:00+00,,1,,0,100,2020/12/04 15:52:37+00,,,Moffat,COCRC,8081,NPS,CODSP,,NPS,Federal,NPS,CODSP,US-CO,Timber,TU2,2020-CODSP-000100,{8D5DACB7-B176-48FD-B168-DAE4DB71999B},,1,1,1,,,,{2C9F4C21-1B4A-4736-8DA8-08500E0C7B3D},,INFORM_Inspector,{1A2916F2-731D-49F8-BBCD-165BE667CB22},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-118.7686125,36.55456509,3041564,,CERTIFIED,0.1,2020/10/25 19:12:00+00,2020/10/25 19:12:00+00,wildcad,1.60365E+12,0.1,,CASQCC,,0.1,,,2021/01/14 23:27:44+00,,NPX0,,2020/10/25 17:58:00+00,,2020/11/09 20:00:00+00,,,OSCC,Autolog,,WF,FI,36.55456,-118.7686,2020/10/25 18:00:00+00,,0,,0,126,2021/01/14 23:27:45+00,,,Tulare,CASQCC,6107,NPS,CAKNP,,NPS,Federal,NPS,CAKNP,US-CA,Timber,TL8,2020-CAKNP-000126,{033BB36B-6090-459A-8572-3260B03827CD},,3,13,,,,,{531F446B-E46D-433A-A7D4-A883989676A1},,INFORM_Inspector,{94CEB43F-A6B1-464F-973C-171E3FD72F61},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-148.903725,63.73203164,3041587,,CERTIFIED,18.95,2020/04/24 01:29:00+00,2020/04/24 01:30:00+00,wildcad,1.58776E+12,19.29,,AKYTDC,,18.95,,,2020/09/23 23:03:01+00,,,,2020/04/20 19:22:23+00,,2020/05/05 00:00:00+00,,,AICC,2020 Admin Rd 1 RX,,RX,FI,63.73203,-148.9039,,,0,,0,555426,2020/09/23 23:03:02+00,,,Denali,AKYTDC,2068,NPS,AKDEP,,NPS,Federal,BLM,AKTAD,US-AK,Timber,TU2,2020-AKTAD-555426,{9B6E8397-87EC-4237-BDEA-D5688D94BB43},,3,3,,,,,{633A65BC-3FC7-4FF5-AF2D-2155FA3AEA80},,INFORM_Inspector,{701C74F2-846C-4B9B-BB79-1738B6A9F838},Certified,0,0,0,0,0,18.95,0,0,0,0,0,0,0,0,0,0,0
-111.7613111,34.6482053,3042072,,CERTIFIED,0.75,2021/03/08 21:37:00+00,2021/03/08 21:37:00+00,wildcad,1.61531E+12,0.75,,AZFDC,,0.75,,,2021/04/13 17:35:24+00,,NU1K,,2021/03/08 18:19:00+00,,2021/03/09 18:19:00+00,PP,304,SWCC,Montezuma,,WF,FI,34.64826,-111.7615,2021/03/08 18:22:00+00,,1,,0,77,2021/04/13 17:35:25+00,,,Yavapai,AZFDC,4025,NPS,AZMCP,,NPS,Federal,NPS,AZMCP,US-AZ,Grass,GR2,2021-AZMCP-000077,{E5058A30-1540-4E77-8F24-3F6C57138D25},,3,9,,,,,{BCC25EB8-DA5E-4C8B-99F9-C0A1E89BEA06},,INFORM_Inspector,{42B6C489-D278-44DE-9EDC-197525B1588D},Certified,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0
-110.5264786,43.81088981,3042075,,CERTIFIED,0.1,2020/09/23 18:45:00+00,2020/09/23 18:45:00+00,wildcad,1.6009E+12,0.1,,WYTDC,,0.1,,,2020/09/25 16:54:52+00,,NL7E,,2020/09/21 18:13:00+00,,2020/09/23 18:45:00+00,,,GBCC,Elk Ranch,,WF,FI,43.80887,-110.5263,2020/09/21 18:30:00+00,1,1,,0,2060,2020/09/25 16:54:53+00,,,Teton,WYTDC,56039,NPS,WYGTP,,NPS,Federal,NPS,WYGTP,US-WY,Grass-Shrub,GS2,2020-WYGTP-002060,{36ACC944-8C3A-4757-B0BE-803D3E2C3288},,3,4,30,,,,{53CF4CDC-2BF4-4014-B576-96031907F08B},,INFORM_Inspector,{A8F6AF50-6168-493F-926B-1977BE87D6E0},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-105.2715101,38.90009628,3042128,,CERTIFIED,0.1,2020/05/11 14:30:00+00,2020/05/11 16:30:00+00,wildcad,1.58922E+12,0.1,,COPBC,,0.1,,,2020/06/08 17:53:17+00,,M3ZF,,2020/05/11 00:04:00+00,,2020/05/12 22:30:00+00,PP,1502,RMCC,Lower Twin  ,,WF,FI,38.90212,-105.2749,2020/05/11 00:05:00+00,,1,,0,364,2020/06/08 17:53:18+00,,,Teller,COPBC,8119,NPS,COFFP,,NPS,Federal,NPS,COFFP,US-CO,Timber,TL8,2020-COFFP-000364,{35DA841B-0702-431B-99B6-AD2C0416AB0A},,3,13,,,,,{B1445162-3DD6-4D2B-BFAD-9AE3B51979C1},,INFORM_Inspector,{386A329B-6E4A-4A98-B976-19B54ECE4677},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-118.0879144,48.57272614,3042234,,CERTIFIED,0.1,2020/07/31 02:25:00+00,2020/07/31 02:56:00+00,wildcad,1.5962E+12,0.1,,WANEC,,0.1,,,2021/02/01 19:02:39+00,,NDR7,,2020/07/31 01:00:00+00,,2020/08/14 20:27:00+00,PP,1502,NWCC,HULA,,WF,FI,48.54587,-118.1159,2020/07/31 01:12:00+00,,1,,0,1757,2021/02/01 19:02:40+00,,,Stevens,WANEC,53065,NPS,WALRP,,NPS,Federal,NPS,WALRP,US-WA,Timber,TL8,2020-WALRP-001757,{9BEF95CB-3C58-474B-9389-B91A3FC0C313},,3,7,,,,,{7A13B495-CF65-4B59-8385-7743A791BFE1},,INFORM_Inspector,{8A16A1E7-4092-4FB0-AB5F-1A47689564BE},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-112.742111,31.99225488,3043066,,CERTIFIED,0.25,2020/06/27 19:00:00+00,2020/06/28 01:00:00+00,wildcad,1.59329E+12,0.25,,AZTDC,,0.25,,,2020/07/13 23:19:20+00,,M7Y1,,2020/06/27 16:50:00+00,,2020/06/28 01:00:00+00,PP,1502,SWCC,RESCUE,,WF,FI,31.99225,-112.7421,2020/06/27 17:20:00+00,,1,,0,516,2020/07/13 23:19:21+00,,,Pima,AZTDC,4019,NPS,AZORP,,NPS,Federal,NPS,AZORP,US-AZ,Grass-Shrub,GS2,2020-AZORP-000516,{7DCDCCF4-2792-49CA-96BD-E7599177972D},,3,13,,,,,{7F082697-0A81-4808-B84A-D953483F35F9},,INFORM_Inspector,{4F6F3E60-E05D-448A-916C-1E38DD8F7427},Certified,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
-121.3871804,40.50133824,3043076,,CERTIFIED,0.3,2020/07/28 15:30:00+00,2020/07/29 23:00:00+00,cfcad,1.59592E+12,0.3,,CASIFC,,0.3,,,2020/08/07 18:44:43+00,,NB3N,,2020/07/27 01:53:15+00,,2020/08/01 02:30:00+00,,,ONCC,P - 4 TWIN,,WF,FI,40.501333,-121.387167,2020/07/27 15:50:00+00,,1,,0,4104,2020/08/07 18:44:45+00,,,Shasta,CASIFC,6089,NPS,CALNP,,NPS,Federal,NPS,CALNP,US-CA,Timber,TL4,2020-CALNP-004104,{65BC414E-19FF-42A3-8041-C9217D5778DC},,1,1,1,,,,{F61FA1E7-5DA2-4DBF-AA8D-82DEA1F1C3EC},,INFORM_Inspector,{D96F1298-8788-490B-BB9B-1E469A4F9E5C},Certified,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
-91.53617091,37.36110893,3043090,,CERTIFIED,97.34,2021/03/10 06:30:00+00,2021/03/10 22:45:00+00,firecode,1.61536E+12,97,,MOMOC,,97.34,,,2021/04/15 19:31:57+00,,NU2T,,2021/03/10 00:55:00+00,,2021/03/16 17:00:00+00,,,EACC,LEWIS,,WF,FI,37.362368,-91.537015,2021/03/10 01:00:00+00,1,1,,1,132,2021/04/15 19:32:00+00,,,Shannon,MOMOC,29203,NPS,MOOZP,,Private,Private,NPS,MOOZP,US-MO,Timber,TL6,2021-MOOZP-000132,{1CDCD33F-4E13-469A-99B3-3B91AAA3B74E},,3,13,4,,,,{E51B0184-0D0E-4B91-946C-7FBDDFD8D84E},,INFORM_Inspector,{9C77CC7F-445B-4D31-AC3D-1E53AEA9F5BA},Certified,0,0,0,0,0,32.41,0,0,0,0,0,0,0,64.93,0,0,0
-106.6022101,35.83575576,3043098,,CERTIFIED,0.7,2020/05/31 15:30:00+00,2020/05/31 23:10:00+00,wildcad,1.59088E+12,0.7,,NMSFC,,0.7,,,2020/06/08 20:55:22+00,,M5DF,,2020/05/30 20:59:00+00,,2020/06/03 17:12:00+00,PP,1502,SWCC,Banco ,,WF,FI,35.8395,-106.6069,2020/05/30 21:00:00+00,,1,,0,215,2020/06/08 20:55:23+00,,,Sandoval,NMSFC,35043,NPS,NMVCP,,NPS,Federal,NPS,NMVCP,US-NM,Timber,TL8,2020-NMVCP-000215,{A1409602-9038-4A01-AC7F-8F91A9C0E7CE},,1,1,1,,,,{C5597864-0BCF-47FA-9BAB-A3A0345BADF1},,INFORM_Inspector,{480CCC88-ECDB-4D65-BFC1-1E5F73F3E66C},Certified,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
-80.79886285,25.28327455,3043108,,CERTIFIED,0.1,2021/02/15 18:11:00+00,2021/02/16 16:49:00+00,wildcad,1.61341E+12,0.1,,FLFIC,,0.1,,,2021/05/07 14:44:32+00,,NT2Z,,2021/02/15 16:56:00+00,,2021/03/04 17:00:00+00,PP,1522,SACC,Paurotis Rd West,,WF,FI,25.28205,-80.79765,2021/02/15 17:00:00+00,,1,,0,142,2021/05/07 14:44:33+00,,,Miami-Dade,FLFIC,12086,NPS,FLEVP,,NPS,Federal,NPS,FLEVP,US-FL,Brush,SH3,2021-FLEVP-000142,{F43A06A5-9982-4C6E-82D1-B8964E87C16F},,3,13,,,,,{631D62A5-EEBA-467A-9892-24CC3A77A046},,INFORM_Inspector,{295890A5-EF7E-42EC-9F90-1E69A5784AB3},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-113.2173116,37.45411556,3043150,,CERTIFIED,0.1,2020/05/31 02:20:00+00,2020/05/31 02:40:00+00,wildcad,1.59089E+12,0.1,,UTCDC,,0.1,,,2020/06/15 00:16:55+00,,M5DV,,2020/05/30 22:45:00+00,,2020/06/01 21:53:00+00,PP,1502,GBCC,Kolob,,WF,FI,37.45414,-113.2073,2020/05/30 22:45:00+00,,1,,0,164,2020/06/15 00:16:56+00,,,Washington,UTCDC,49053,NPS,UTZIP,,NPS,Federal,NPS,UTZIP,US-UT,Brush,SH5,2020-UTZIP-000164,{0AF350D8-A39B-4CF3-8FAC-471518EE0D55},,1,1,1,,,,{DA1C694E-4CDC-45CF-A241-04B273D671C3},,INFORM_Inspector,{D3304D99-4305-496E-873B-1E9876556BEF},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-80.93576288,25.13715451,3043163,,CERTIFIED,0.1,,,wildcad,1.59967E+12,0.1,,FLFIC,,0.1,,,2020/09/16 14:43:00+00,,NKY8,,2020/09/06 14:13:00+00,,2020/09/16 18:35:00+00,PP,1502,SACC,Flamingo Camp ,,WF,FI,25.136111,-80.940833,2020/09/06 14:35:00+00,,0,,0,363,2020/09/16 14:43:00+00,,,Monroe,FLFIC,12087,NPS,FLEVP,,NPS,Federal,NPS,FLEVP,US-FL,Grass,GR1,2020-FLEVP-000363,{50C24612-C2A3-4420-BFAD-2B15D057593B},,3,9,,,,,{D7AB1D7E-6260-4419-AB96-D3C81CFC7C10},,INFORM_Inspector,{0DAEE2A9-8C1D-4C67-AE4D-1EAA20A7F2A1},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-112.1260114,37.68273566,3043542,,CERTIFIED,0.1,2020/06/16 17:15:00+00,2020/06/16 17:15:00+00,wildcad,1.59233E+12,0.1,,UTCDC,,0.1,,,2020/06/26 21:38:12+00,,M6X1,,2020/06/16 15:56:00+00,,2020/06/17 17:10:00+00,PP,1502,GBCC,MM15 Hwy12 ,,WF,FI,37.6898,-112.0648,2020/06/16 17:10:00+00,1,1,,0,267,2020/06/26 21:38:13+00,,,Garfield,UTCDC,49017,NPS,UTBRP,,USFS,Federal,NPS,UTBRP,US-UT,Grass-Shrub,GS2,2020-UTBRP-000267,{D4ED7B96-E5A2-4C99-8D67-793C23401923},,3,4,30,,,,{BF19BF00-64C4-4153-B2B5-B3055924F101},,INFORM_Inspector,{216347F3-D492-46B8-A2D4-206362CC3699},Certified,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
-113.5780116,36.56318543,3043733,,CERTIFIED,4,2020/07/26 18:15:00+00,2020/07/27 20:30:00+00,wildcad,1.59571E+12,4,,UTCDC,,4,,,2020/10/13 18:15:16+00,,NA91,,2020/07/25 20:07:00+00,,2020/08/05 17:25:00+00,PD,1502,GBCC,Sullivan,,WF,FI,36.39197,-113.2627,2020/07/25 20:30:00+00,,1,,0,538,2020/10/13 18:15:12+00,,,Mohave,UTCDC,4015,NPS,UTPAP,,NPS,Federal,BLM,AZASD,US-AZ,Grass-Shrub,GS2,2020-AZASD-000538,{E5BD9B4A-CA18-48E8-B791-6C40E1A9BB94},,1,1,1,,,,{A9FA27D4-6760-453A-B391-7147B3F8AFF1},,INFORM_Inspector,{172062F4-B362-4934-8D1C-21672147917A},Certified,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
-94.20793673,30.33611536,3043824,,CERTIFIED,0.35,2020/06/17 01:30:00+00,2020/06/17 17:15:00+00,wildcad,1.59236E+12,0.3,,TXTIC,,0.35,,,2020/10/05 13:25:26+00,,M6ZU,,2020/06/17 00:11:00+00,Type 5 Incident,2020/10/05 13:24:00+00,,,SACC,Seal,,WF,FI,30.47326,-94.34811,2020/06/17 00:55:00+00,,0,,0,129,2020/10/05 13:25:27+00,,,Hardin,TXTIC,48199,NPS,TXBTP,,Private,Private,NPS,TXBTP,US-TX,Timber,TL2,2020-TXBTP-000129,{C9DC44CC-B2CC-4AFF-9739-BCCB86AE3EBA},,1,1,1,,,,{E903260E-FE60-4AA6-8274-EFC1D84DB08F},,INFORM_Inspector,{70F4E022-9D23-4C14-B44A-21D7C1CC4299},Certified,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.3,0,0,0
-117.2792122,36.40060517,3044012,,CERTIFIED,0.3,,2020/06/30 15:00:00+00,wildcad,1.59353E+12,0.3,,CASBCC,,0.3,,,2020/10/29 21:33:30+00,,M73Q,,2020/06/29 21:24:00+00,,2020/06/30 16:40:00+00,,,OSCC,71,,WF,FI,36.4006,-117.2792,2020/06/29 21:43:00+00,,1,,0,9580,2020/10/29 21:33:31+00,,,Inyo,CASBCC,6027,NPS,CADVP,,NPS,Federal,NPS,CADVP,US-CA,Grass,GR1,2020-CADVP-009580,{7BA5F5E9-0D81-4282-AE3C-1987719C2A2D},,3,4,30,,,,{6C24A07F-79AF-4CDD-BE4A-9B36E204BA37},,INFORM_Inspector,{C90B8864-0056-4F44-A892-22C6A2F60BD9},Certified,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
-118.5931012,34.09983784,3044092,,DEFAULT,0.25,2020/10/26 18:34:00+00,,lacocad,1.60374E+12,0.3,,CALACC,,0.25,,,,,,,2020/10/26 18:19:24+00,,2020/10/26 18:34:00+00,,,OSCC,LAC-324116,,WF,FI,34.10005,-118.59357,2020/10/26 18:23:00+00,,,,,324116,2021/04/06 19:25:04+00,,,Los Angeles,CALACC,6037,NPS,CASMP,,Private,Private,C&L,CALAC,US-CA,Grass,GR1,2020-CALAC-324116,{4E062BD8-634D-425C-8F8E-90EEC414EA93},,2,2,7,,,,{D9A0E7DE-5ECE-474D-8DD3-3FFEFB27BDFB},,INFORM_Inspector,{FC384E01-8CC8-4831-8057-232CEF0067FD},Complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0
-114.8122118,36.1581653,3044176,,CERTIFIED,0.1,2020/05/23 00:30:00+00,2020/05/23 00:30:00+00,wildcad,1.59019E+12,0.1,,NVLIC,,0.1,,,2020/06/02 22:21:31+00,,M4R3,,2020/05/22 23:29:00+00,,2020/05/23 19:55:00+00,,,GBCC,8 MILE,,WF,FI,36.15781,-114.8122,2020/05/23 00:10:00+00,0,1,,0,500475,2020/06/02 22:21:31+00,,,Clark,NVLIC,32003,NPS,NVLAP,,NPS,Federal,NPS,NVLAP,US-NV,Grass-Shrub,GS1,2020-NVLAP-500475,{05C115BF-D7C2-4DA0-908A-AF2F84582EB4},,3,13,,,,,{E9743DC9-B94D-4394-AA29-005294B0F52F},,INFORM_Inspector,{6A265B2F-99F1-40A6-932D-238CC4064D79},Certified,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
