X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedBySystem,CreatedOnDateTime,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FSJobCode,FSOverrideCode,GACC,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseDateTime,IsFireCauseInvestigated,IsFSAssisted,IsReimbursable,IsTrespass,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,UniqueFireIdentifier,FORID,InitialResponseAgencies,FireCauseID,FireCauseGeneralID,FireCauseSpecificID,FireCauseSpecificDetailID,FireCauseAgeCategoryID,FireCauseActivityGroupID,GlobalID,IsCauseProhibited,ModifiedBySystem,RelatedIrwinIDs,Status,AcresBIA,AcresBLM,AcresBOR,AcresDOD,AcresDOE,AcresNPS,AcresUSFS,AcresUSFWS,AcresForeign,AcresTribal,AcresCity,AcresCounty,AcresState,AcresPrivate,AcresANCSA,AcresOtherLocal,AcresOtherFederal
-110.646452,43.94467648,3552792,,DEFAULT,0.1,,2019/08/16 23:00:00+00,WFMI,1.56835E+12,0.1,,,,0.1,Chief Park Ranger,,2019/09/13 06:00:00+00,,MM02,,2019/08/16 00:00:00+00,,2019/08/19 05:59:59+00,,,GBCC,AMK,,WF,FI,43.94467,-110.64644,2019/08/16 00:30:00+00,,,,,1938,2019/09/13 06:00:00+00,,,Teton,WYTDC,,NPS,WYGTP,,NPS,Federal,NPS,,US-WY,,,2019-WYGTP-001938,{E600C3BA-782B-4C6A-805C-680C4C099D9A},,1,1,1,,,,{D49DC935-0887-4454-8CCE-45AFF5D76E03},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.7418419,43.73483645,3552793,,DEFAULT,0.1,,2019/09/01 19:01:00+00,WFMI,1.56835E+12,0.1,,,,0.1,Chief Park Ranger,,2019/09/12 06:00:00+00,,MQB9,,2019/09/01 15:34:00+00,,2019/09/03 05:59:59+00,,,GBCC,Lupine,,WF,FI,43.73483,-110.74183,2019/09/01 17:45:00+00,,,,,1949,2019/09/13 06:00:00+00,,,Teton,WYTDC,,NPS,WYGTP,,NPS,Federal,NPS,,US-WY,,,2019-WYGTP-001949,{421482AC-86F6-47F8-A934-C1DC48B6F4E3},,3,10,65,,,,{CF9AD314-8F83-46FC-9D2C-F2D8C30E273C},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.6601219,43.73792646,3552794,,DEFAULT,0.1,,2019/09/01 21:45:00+00,WFMI,1.56835E+12,0.1,,,,0.1,Chief Park Ranger,,2019/09/13 06:00:00+00,,MQB8,,2019/09/01 15:29:00+00,,2019/09/03 05:59:59+00,,,GBCC,Willow,,WF,FI,43.73792,-110.66011,2019/09/01 21:30:00+00,,,,,1950,2019/09/13 06:00:00+00,,,Teton,WYTDC,,NPS,WYGTP,,NPS,Federal,NPS,,US-WY,,,2019-WYGTP-001950,{10D8D574-30BB-4C92-88C3-A7FE385B9EB4},,3,13,4,,,,{E655B557-AA4E-45F9-A25F-492219BB485A},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.644342,43.90950648,3552795,,DEFAULT,0.1,,2019/09/02 21:25:00+00,WFMI,1.56775E+12,0.1,,,,0.1,Chief Park Ranger,,2019/09/06 06:00:00+00,,MQL8,,2019/09/02 20:59:00+00,,2019/09/03 05:59:59+00,,,GBCC,Colter Bay D101,,WF,FI,43.9095,-110.64433,2019/09/02 21:19:00+00,,,,,1953,2019/09/06 06:00:00+00,,,Teton,WYTDC,,NPS,WYGTP,,NPS,Federal,NPS,,US-WY,,,2019-WYGTP-001953,{D079F2FA-1AF7-4F09-B000-4C3098223E63},,3,13,4,,,,{84D4526F-C8B9-499B-86EA-13C9FD368883},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.7323419,43.69458645,3552796,,DEFAULT,0.1,,2019/11/05 23:10:00+00,WFMI,1.57847E+12,0.1,,,,0.1,Acting Chief Park Ranger,,2019/11/13 07:00:00+00,,MXK0,,2019/11/05 20:30:00+00,,2019/11/07 06:59:59+00,,,GBCC,Powerline,,WF,FI,43.69458,-110.73233,2019/11/05 20:30:00+00,,,,,1977,2020/07/28 06:00:00+00,,,Teton,WYTDC,,NPS,WYGTP,,NPS,Federal,NPS,,US-WY,,,2019-WYGTP-001977,{DCE00427-8E10-41AF-A111-4F5386CBD599},,3,4,46,,,,{D6872B52-4916-4930-915D-8276F6BC911C},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.7300122,44.98000658,3553265,,DEFAULT,0.1,,,WFMI,1.27425E+12,0.1,,,,0.1,FMO,,2010/05/19 06:00:00+00,,FC59,,2010/04/22 22:38:00+00,,2010/04/29 05:59:59+00,,,NRCC,Grandma,,WF,FI,44.98,-110.73,,,,,,1001,2010/05/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001001,{C2C44556-D9A8-4F10-A0DF-BD4FCE3577E7},,1,1,1,,,,{FE7442C6-3EB8-4257-8CCF-C2E46EF9FE34},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.396912,44.56220657,3553266,,DEFAULT,0.1,,2010/07/02 21:26:00+00,WFMI,1.27814E+12,0.1,,,,0.1,FMO,,2010/07/17 06:00:00+00,,FH7Y,,2010/07/02 20:59:00+00,,2010/07/03 05:59:59+00,,,NRCC,Recycle,,WF,FI,44.5622,-110.3969,2010/07/02 20:59:00+00,,,,,1002,2010/07/17 06:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001002,{F368E5E2-C798-4D2A-BD9D-D9F18E694550},,3,4,46,,,,{CB13DCBB-F92C-4826-8CEA-EF49E6784D87},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.2072119,44.42190657,3553267,,DEFAULT,0.3,,,WFMI,1.28488E+12,0.3,,,,0.3,FMO,,2010/10/19 06:00:00+00,,FK19,,2010/07/11 17:53:00+00,,2010/08/11 05:59:59+00,,,NRCC,Doane,,WF,FI,44.4219,-110.2072,2010/07/11 18:49:00+00,,,,,1003,2010/10/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001003,{A2D7B378-D80C-4DE1-9249-664052D0A837},,1,1,1,,,,{93E6548B-F83C-47C2-A5D5-704715B51A21},,,,Incomplete,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
-110.57272,44.51505955,3553268,,DEFAULT,520,,2010/10/05 22:00:00+00,WFMI,1.28393E+12,520,,,,520,FMO,,2010/10/28 06:00:00+00,,FL1L,,2010/07/18 12:57:00+00,,2010/10/29 05:59:59+00,,,NRCC,Beach,,WF,FI,44.515053,-110.572708,2010/07/18 14:14:00+00,,,,,1004,2010/10/28 06:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001004,{4F03B8D0-9946-488F-B7FB-23BC86FFDC76},,1,1,4,,,,{2518C4D1-FBBA-483B-8E18-D46C25F47066},,,,Incomplete,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0
-110.3036121,44.94530662,3553269,,DEFAULT,1,,2010/07/21 03:00:00+00,WFMI,1.28634E+12,1,,,,1,FMO,,2010/10/19 06:00:00+00,,FL8M,,2010/07/20 22:05:00+00,,2010/07/22 05:59:59+00,,,NRCC,Slough Creek,,WF,FI,44.9453,-110.3036,2010/07/20 22:40:00+00,,,,,1005,2010/10/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001005,{4233A7E1-3B2F-44D6-9A0F-AD9B5AEACA7C},,3,13,4,,,,{2C6CEF9C-CE74-4AAA-94C0-C56204B5C839},,,,Incomplete,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-110.4250121,44.94280661,3553270,,DEFAULT,0.1,,2010/08/07 16:00:00+00,WFMI,1.28634E+12,0.1,,,,0.1,FMO,,2010/10/19 06:00:00+00,,FP9U,,2010/08/06 21:51:00+00,,2010/08/11 05:59:59+00,,,NRCC,Buffalo,,WF,FI,44.9428,-110.425,2010/08/06 22:46:00+00,,,,,1006,2010/10/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001006,{6A2C18FE-105C-4198-8F38-67443B3AEDB5},,1,1,1,,,,{DB5037EA-4FDC-414C-9C2C-92CC484958E9},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.0339119,44.46530659,3553271,,DEFAULT,200,,2010/10/06 00:00:00+00,WFMI,1.28634E+12,200,,,,200,FMO,,2010/10/19 06:00:00+00,,FR56,,2010/08/18 20:40:00+00,,2010/10/29 05:59:59+00,,,NRCC,Arthur 2,,WF,FI,44.4653,-110.0339,2010/08/18 22:00:00+00,,,,,1007,2010/10/28 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001007,{A502BB42-C29B-4B7E-86EE-5B027D4F169E},,1,1,1,,,,{70A5400E-5F1E-4725-B359-DFA992689B12},,,,Incomplete,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0
-110.6558121,44.95030659,3553272,,DEFAULT,0.1,,2010/08/22 22:37:00+00,WFMI,1.28488E+12,0.1,,,,0.1,FMO,,2010/10/19 06:00:00+00,,FS0S,,2010/08/22 21:03:00+00,,2010/08/23 05:59:59+00,,,NRCC,Lava,,WF,FI,44.9503,-110.6558,2010/08/22 21:46:00+00,,,,,1008,2010/10/28 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001008,{62346718-E699-4312-9D14-9646859FB264},,3,9,4,,,,{01206691-110C-498B-B70A-3D0D43AA9D14},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.1117119,44.46190658,3553273,,DEFAULT,0.5,,2010/09/10 22:00:00+00,WFMI,1.28634E+12,0.5,,,,0.5,FMO,,2010/10/19 06:00:00+00,,FT1W,,2010/08/25 21:20:00+00,,2010/10/06 05:59:59+00,,,NRCC,Avalanche,,WF,FI,44.4619,-110.1117,2010/08/26 00:45:00+00,,,,,1009,2010/10/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001009,{C7B9AC21-20D1-4F8E-8313-5D4CA5249D8A},,1,1,1,,,,{B1D08941-6117-4FB2-A2E2-6EC9E2A43A17},,,,Incomplete,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
-110.403312,44.77500659,3553274,,DEFAULT,0.1,,2010/10/05 22:00:00+00,WFMI,1.28634E+12,0.1,,,,0.1,FMO,,2010/10/19 06:00:00+00,,FU8Q,,2010/09/14 20:25:00+00,,2010/10/06 05:59:59+00,,,NRCC,Lookout,,WF,FI,44.775,-110.4033,2010/09/15 16:00:00+00,,,,,1010,2010/10/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001010,{25600938-0086-4260-934A-96B81F52DC79},,1,1,1,,,,{07878741-3EE9-4936-A66F-3F085CD996B6},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.3700121,44.8367066,3553275,,DEFAULT,5510,,2010/10/24 22:00:00+00,WFMI,1.28885E+12,5510,,,,5510,FMO,,2010/11/09 07:00:00+00,,FU8R,,2010/09/14 20:55:00+00,,2010/10/29 05:59:59+00,,,NRCC,Antelope,,WF,FI,44.8367,-110.37,2010/09/15 15:32:00+00,,,,,1011,2010/11/09 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2010-WYYNP-001011,{9E2AFE94-1B95-4EB8-8ED9-C79F6958782C},,1,1,1,,,,{853E2555-80EF-46A2-A91A-A33279012940},,,,Incomplete,0,0,0,0,0,5510,0,0,0,0,0,0,0,0,0,0,0
-110.4422121,44.9386066,3553276,,DEFAULT,0.1,,2011/06/08 23:40:00+00,WFMI,1.30812E+12,0.1,,,,0.1,FMO,,2011/09/29 06:00:00+00,,F4R7,,2011/06/08 21:58:00+00,,2011/06/15 05:59:59+00,,,NRCC,Floating,,WF,FI,44.9386,-110.4422,2011/06/08 22:33:00+00,,,,,1101,2011/09/29 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001101,{728F2D73-87D4-498D-A63B-183A1F8332CD},,1,1,1,,,,{32BB3059-8FBB-4447-8B6B-B907E04DF25E},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.389712,44.59390657,3553277,,DEFAULT,0.1,,2011/07/03 20:56:00+00,WFMI,1.31002E+12,0.1,,,,0.1,FMO,,2011/09/29 06:00:00+00,,F56F,,2011/06/30 21:35:00+00,,2011/07/08 05:59:59+00,,,NRCC,Mud,,WF,FI,44.5939,-110.3897,2011/07/03 18:39:00+00,,,,,1102,2011/09/29 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001102,{0A4A5E49-C1C3-4789-9D1D-BA3E5873D82D},,1,1,1,,,,{FB184DEE-87B5-403E-A726-6FCF6C7183F2},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.3372119,44.27060655,3553278,,DEFAULT,0.1,,,WFMI,1.31088E+12,0.1,,,,0.1,FMO,,2011/09/29 06:00:00+00,,F7HX,,2011/07/13 00:30:00+00,,2011/07/21 05:59:59+00,,,NRCC,Grouse,,WF,FI,44.2706,-110.3372,,,,,,1103,2011/09/29 06:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001103,{39167BAF-A64B-417D-BE81-0DB3D7E2AEA4},,1,1,1,,,,{E1D327C0-ECB9-4827-988C-1867FE2B877C},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.7842121,44.62470654,3553279,,DEFAULT,23.4,,2011/10/06 20:00:00+00,WFMI,1.31166E+12,23.4,,,,23.4,FMO,,2011/10/19 06:00:00+00,,F8G7,,2011/07/26 15:03:00+00,,2011/10/07 05:59:59+00,,,NRCC,Gibbon,,WF,FI,44.6247,-110.7842,2011/07/26 15:15:00+00,,,,,1104,2011/11/23 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001104,{17173FF4-ADF4-424F-B5F0-CD297EE573FB},,1,1,1,,,,{15E8B510-01F7-4383-AD2E-AA00FD6EF842},,,,Incomplete,0,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0
-110.4269121,44.75140659,3553280,,DEFAULT,0.1,,2011/08/07 04:00:00+00,WFMI,1.31261E+12,0.1,,,,0.1,FMO,,2011/10/19 06:00:00+00,,F9QC,,2011/08/05 18:00:00+00,,2011/09/03 05:59:59+00,,,NRCC,Devil,,WF,FI,44.7514,-110.4269,2011/08/06 13:30:00+00,,,,,1105,2011/11/23 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001105,{EC9072F1-6638-41CD-8F7D-45AE389D4207},,3,9,4,,,,{DFC19F15-F9ED-42CA-883A-A67F993E795B},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.4311121,44.97830661,3553281,,DEFAULT,0.1,,2011/08/16 00:00:00+00,WFMI,1.31356E+12,0.1,,,,0.1,FMO,,2011/10/19 06:00:00+00,,F9TQ,,2011/08/07 20:06:00+00,,2011/08/16 05:59:59+00,,,NRCC,Coyote,,WF,FI,44.9783,-110.4311,2011/08/08 16:54:00+00,,,,,1106,2011/11/23 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001106,{52A67D98-845F-44F9-90D8-FF6A187BD33D},,1,1,1,,,,{2E522A4A-8AED-4B7E-B1FD-58D604C4A919},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.3875121,44.93310661,3553282,,DEFAULT,0.1,,2011/08/16 00:00:00+00,WFMI,1.31278E+12,0.1,,,,0.1,FMO,,2011/10/19 06:00:00+00,,F9TR,,2011/08/08 02:30:00+00,,2011/08/16 05:59:59+00,,,NRCC,Junction,,WF,FI,44.9331,-110.3875,2011/08/08 16:52:00+00,,,,,1107,2011/11/23 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001107,{0E4558BD-6027-4782-8767-DDF359598243},,1,1,1,,,,{4E9BE6BD-23C2-4D00-B8E5-4E3C3BC503C6},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.4883121,44.73170658,3553283,,DEFAULT,0.1,,2011/08/20 19:20:00+00,WFMI,1.31425E+12,0.1,,,,0.1,FMO,,2011/10/19 06:00:00+00,,GA9Z,,2011/08/20 18:50:00+00,,2011/08/29 05:59:59+00,,,NRCC,Bighorn,,WF,FI,44.7317,-110.4883,2011/08/20 18:57:00+00,,,,,1108,2011/10/19 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001108,{62891685-BAA9-492E-92D4-240BBAC77E40},,3,13,4,,,,{6C30A7FE-FF87-4820-9E86-FC4F08FF0C3A},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.565012,44.39690654,3553284,,DEFAULT,0.1,,2011/08/24 14:43:00+00,WFMI,1.31417E+12,0.1,,,,0.1,FMO,,2011/12/08 07:00:00+00,,GB95,,2011/08/24 14:30:00+00,,2011/08/29 05:59:59+00,,,NRCC,Grant,,WF,FI,44.3969,-110.565,2011/08/24 14:33:00+00,,,,,1109,2011/12/08 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001109,{6DDC6740-0610-4BC4-92D3-E6E7E1C2326C},,3,13,4,,,,{DADCB7F7-78B9-45EF-878D-41213481A68D},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.476412,44.28860653,3553285,,DEFAULT,0.1,,2011/09/06 17:00:00+00,WFMI,1.31442E+12,0.1,,,,0.1,FMO,,2011/10/20 06:00:00+00,,GB97,,2011/08/25 14:00:00+00,,2011/09/07 05:59:59+00,,,NRCC,Heart,,WF,FI,44.2886,-110.4764,2011/08/26 15:00:00+00,,,,,1110,2011/11/23 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001110,{D9E54A4C-DD80-4909-9850-A80FBDC35978},,1,1,1,,,,{8DABD2E7-6D77-4F8F-B9DD-73BBFD51F242},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.308312,44.69390659,3553286,,DEFAULT,0.1,,2011/09/04 22:30:00+00,WFMI,1.31451E+12,0.1,,,,0.1,FMO,,2011/10/20 06:00:00+00,,GCD2,,2011/08/25 20:05:00+00,,2011/09/05 05:59:59+00,,,NRCC,Sour,,WF,FI,44.6939,-110.3083,2011/08/25 20:05:00+00,,,,,1111,2011/11/23 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001111,{03EF77FE-AA4B-4B73-9DA9-2C4EDAF090D5},,1,1,1,,,,{B3F7203B-B65E-4FE1-84FB-8BEB101C4D2D},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.602212,44.15670651,3553287,,DEFAULT,1,,2011/10/06 22:30:00+00,WFMI,1.31451E+12,1,,,,1,FMO,,2011/10/20 06:00:00+00,,GCD1,,2011/08/25 21:10:00+00,,2011/10/07 05:59:59+00,,,NRCC,Huckleberry,,WF,FI,44.1567,-110.6022,2011/08/25 21:10:00+00,,,,,1112,2011/11/23 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001112,{EF3A40EE-BACB-4808-A0F4-9B6E706D55D1},,1,1,1,,,,{9F359523-A471-4FB9-8C33-97979200D241},,,,Incomplete,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-110.286112,44.45810657,3553288,,DEFAULT,2000,,2011/10/06 22:30:00+00,WFMI,1.31451E+12,2000,,,,2000,FMO,,2011/11/23 07:00:00+00,,GCF7,,2011/08/25 21:35:00+00,,2011/10/07 05:59:59+00,,,NRCC,Point,,WF,FI,44.4581,-110.2861,2011/08/25 22:00:00+00,,,,,1113,2011/11/23 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001113,{970393F5-5DF7-4829-8CF2-2704676288B2},,1,1,1,,,,{4FC350D2-16A9-4ED7-9DF1-3FE797D40462},,,,Incomplete,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0
-110.4303121,44.8900066,3553289,,DEFAULT,0.1,,2011/08/27 22:52:00+00,WFMI,1.31451E+12,0.1,,,,0.1,FMO,,2011/10/20 06:00:00+00,,GC2A,,2011/08/26 21:27:00+00,,2011/09/03 05:59:59+00,,,NRCC,Prospect,,WF,FI,44.89,-110.4303,2011/08/27 16:44:00+00,,,,,1114,2011/10/20 06:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001114,{34067875-4025-414C-BF76-980A9DB5A246},,1,1,1,,,,{46E995B7-3DA6-4800-8FFD-3F39F8FC4B34},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.9836121,44.26250649,3553290,,DEFAULT,3,,2011/10/06 22:30:00+00,WFMI,1.3146E+12,3,,,,3,FMO,,2011/10/25 06:00:00+00,,GC8C,,2011/08/27 17:00:00+00,,2011/10/07 05:59:59+00,,,NRCC,Ouzel,,WF,FI,44.2625,-110.9836,2011/08/27 17:00:00+00,,,,,1115,2011/11/23 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001115,{4FDAE669-0A2A-453C-AD78-3F3AEF962B61},,1,1,1,,,,{A3AA1CCF-67D6-40FD-B45D-58E041DCD200},,,,Incomplete,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
-110.439212,44.48750656,3553291,,DEFAULT,0.5,,2011/08/30 00:00:00+00,WFMI,1.3146E+12,0.5,,,,0.5,FMO,,2011/12/13 07:00:00+00,,GDF9,,2011/08/29 14:00:00+00,,2011/09/02 05:59:59+00,,,NRCC,Weasel,,WF,FI,44.4875,-110.4392,2011/08/29 16:00:00+00,,,,,1116,2011/12/13 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001116,{2FEA6E5B-C557-46D8-A9DA-0C801C0676E1},,1,1,1,,,,{01DF8E87-5C27-44B0-8BE7-B0FC5A8CB7F1},,,,Incomplete,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
-110.748312,44.2219065,3553292,,DEFAULT,0.1,,2011/10/06 22:30:00+00,WFMI,1.3146E+12,0.1,,,,0.1,FMO,,2011/11/23 07:00:00+00,,GD0P,,2011/08/30 17:00:00+00,,2011/10/07 05:59:59+00,,,NRCC,Pitchstone,,WF,FI,44.2219,-110.7483,2011/08/30 21:00:00+00,,,,,1117,2011/11/23 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001117,{63FF10CD-2B8D-4324-AC42-5756C52D5B45},,1,1,4,,,,{6E314839-B940-4615-9F42-A59A92DFACF1},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.9383122,45.04560657,3553293,,DEFAULT,0.1,,2011/09/03 00:00:00+00,WFMI,1.31468E+12,0.1,,,,0.1,FMO,,2011/12/13 07:00:00+00,,GD3R,,2011/08/31 19:00:00+00,,2011/09/07 05:59:59+00,,,NRCC,Specimen,,WF,FI,45.0456,-110.9383,2011/09/02 16:00:00+00,,,,,1118,2011/12/13 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-MT,,,2011-WYYNP-001118,{A2A9017A-A2FD-49DA-A727-9DF12ADBB435},,1,1,1,,,,{7BF1B325-64EE-477D-8C73-4D0258697CC8},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
-110.8811121,44.36250651,3553294,,DEFAULT,5.7,,2011/09/14 18:30:00+00,WFMI,1.31589E+12,5.7,,,,5.7,FMO,,2011/12/08 07:00:00+00,,GFK2,,2011/09/10 23:00:00+00,,2011/10/07 05:59:59+00,,,NRCC,Trischman,,WF,FI,44.3625,-110.8811,2011/09/11 00:00:00+00,,,,,1119,2011/12/08 07:00:00+00,,,Teton,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001119,{6DD12CA5-EA99-43E6-82B5-DBEFD908F1F5},,1,1,1,,,,{56D834F3-7C69-4F74-A1E1-45664EB329B0},,,,Incomplete,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0
-110.4497121,44.72440658,3553295,,DEFAULT,0.1,,2011/09/17 21:00:00+00,WFMI,1.31624E+12,0.1,,,,0.1,FMO,,2011/12/08 07:00:00+00,,GGD3,,2011/09/17 19:00:00+00,,2011/09/18 05:59:59+00,,,NRCC,Ribbon,,WF,FI,44.7244,-110.4497,2011/09/17 20:00:00+00,,,,,1120,2011/12/08 07:00:00+00,,,Park,MTBDC,,NPS,WYYNP,,NPS,Federal,NPS,,US-WY,,,2011-WYYNP-001120,{76960904-D364-4036-B3D9-7F661D1F2184},,3,9,64,,,,{5E888B58-D797-412A-AAD1-3F89FAD5C84B},,,,Incomplete,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
